,50,55,60,65,70,75,80
30,0.421875,0.40625,0.4375,0.390625,0.390625,0.40625,0.453125
40,0.421875,0.40625,0.4375,0.390625,0.390625,0.390625,0.0625
50,0.421875,0.4375,0.4375,0.421875,0.375,0.09375,0.0
60,0.421875,0.40625,0.40625,0.375,0.03125,0.0,0.0
70,0.421875,0.40625,0.3125,0.015625,0.0,0.0,0.0
80,0.421875,0.265625,0.0,0.0,0.0,0.0,0.0
90,0.265625,0.0,0.0,0.0,0.0,0.0,0.0
